业务名称,年份,周次,日期,本期服务量,本期订单量,本期万服,对比期服务量,对比期订单量,对比期万服,绝对差(delta),YoY%
闪购客服,2025,W45,2025-11-16,10287,128844,798.41,8526,143188,595.44,202.97,34.09
闪购客服,2025,W46,2025-11-17,3169,58051,545.9,3477,52998,656.06,-110.16,-16.79
闪购客服,2025,W46,2025-11-18,7816,328492,237.94,7423,250657,296.14,-58.2,-19.65
闪购客服,2025,W46,2025-11-19,7735,477411,162.02,8837,398237,221.9,-59.88,-26.99
闪购客服,2025,W46,2025-11-20,6772,153384,441.51,5157,172386,299.15,142.36,47.59
闪购客服,2025,W46,2025-11-21,2765,142103,194.58,2827,136292,207.42,-12.84,-6.19
闪购客服,2025,W46,2025-11-22,3827,224792,170.25,3858,241035,160.06,10.19,6.37
闪购客服,2025,W46,2025-11-23,3298,284224,116.04,3664,223097,164.23,-48.19,-29.34
闪购客服,2025,W47,2025-11-24,5831,403556,144.49,5542,408177,135.77,8.72,6.42
闪购客服,2025,W47,2025-11-25,7433,415994,178.68,10006,322702,310.07,-131.39,-42.37
闪购客服,2025,W47,2025-11-26,5338,276072,193.36,5801,339467,170.89,22.47,13.15
闪购客服,2025,W47,2025-11-27,3346,399062,83.85,2840,357534,79.43,4.42,5.56
闪购客服,2025,W47,2025-11-28,4214,111744,377.11,4081,143911,283.58,93.53,32.98
闪购客服,2025,W47,2025-11-29,2361,264111,89.39,1922,240870,79.79,9.6,12.03
闪购客服,2025,W47,2025-11-30,7571,171545,441.34,7297,142036,513.74,-72.4,-14.09
闪购客服,2025,W48,2025-12-01,8363,503376,166.14,7317,452403,161.74,4.4,2.72
闪购客服,2025,W48,2025-12-02,1569,100825,155.62,1205,111326,108.24,47.38,43.77
闪购客服,2025,W48,2025-12-03,7297,332200,219.66,8656,299399,289.11,-69.45,-24.02
闪购客服,2025,W48,2025-12-04,6111,279241,218.84,5741,225024,255.13,-36.29,-14.22
闪购客服,2025,W48,2025-12-05,6645,193495,343.42,6420,160748,399.38,-55.96,-14.01
闪购客服,2025,W48,2025-12-06,8722,422240,206.56,7873,287473,273.87,-67.31,-24.58
闪购客服,2025,W48,2025-12-07,3090,359778,85.89,3730,357222,104.42,-18.53,-17.75
闪购客服,2025,W49,2025-12-08,2812,76639,366.92,2688,58659,458.24,-91.32,-19.93
闪购客服,2025,W49,2025-12-09,2871,347864,82.53,3002,296055,101.4,-18.87,-18.61
闪购客服,2025,W49,2025-12-10,5370,224734,238.95,4006,271052,147.79,91.16,61.68
闪购客服,2025,W49,2025-12-11,6100,150322,405.8,5708,149272,382.39,23.41,6.12
闪购客服,2025,W49,2025-12-12,1590,144522,110.02,1725,113726,151.68,-41.66,-27.47
闪购客服,2025,W49,2025-12-13,3566,119950,297.29,3437,146874,234.01,63.28,27.04
闪购客服,2025,W49,2025-12-14,1993,229434,86.87,2000,209335,95.54,-8.67,-9.07
闪购客服,2025,W50,2025-12-15,4165,308772,134.89,4076,284701,143.17,-8.28,-5.78
闪购客服,2025,W50,2025-12-16,7639,426871,178.95,5766,402875,143.12,35.83,25.03
闪购客服,2025,W50,2025-12-17,6688,499555,133.88,5328,515775,103.3,30.58,29.6
闪购客服,2025,W50,2025-12-18,7242,193438,374.38,9004,209765,429.24,-54.86,-12.78
闪购客服,2025,W50,2025-12-19,6971,99278,702.17,8835,85100,1038.19,-336.02,-32.37
闪购客服,2025,W50,2025-12-20,4487,221173,202.87,4966,211287,235.04,-32.17,-13.69
闪购客服,2025,W50,2025-12-21,3186,271694,117.26,2894,231361,125.09,-7.83,-6.26
闪购客服,2025,W51,2025-12-22,9765,382731,255.14,9601,340806,281.71,-26.57,-9.43
闪购客服,2025,W51,2025-12-23,10973,437564,250.77,8567,328385,260.88,-10.11,-3.88
闪购客服,2025,W51,2025-12-24,2899,94205,307.73,2964,78996,375.21,-67.48,-17.98
闪购客服,2025,W51,2025-12-25,7535,63807,1180.9,7953,55427,1434.86,-253.96,-17.7
闪购客服,2025,W51,2025-12-26,1116,47233,236.28,725,57970,125.06,111.22,88.93
闪购客服,2025,W51,2025-12-27,932,89878,103.7,933,68820,135.57,-31.87,-23.51
闪购客服,2025,W51,2025-12-28,6784,305800,221.84,7992,271437,294.43,-72.59,-24.65
闪购客服,2025,W52,2025-12-29,2069,430529,48.06,1439,458075,31.41,16.65,53.01
闪购客服,2025,W52,2025-12-30,2077,307032,67.65,2200,349169,63.01,4.64,7.36
闪购客服,2025,W52,2025-12-31,7153,275927,259.24,7189,309593,232.21,27.03,11.64
闪购客服,2025,W52,2026-01-01,4236,377925,112.09,4199,366709,114.5,-2.41,-2.1
闪购客服,2025,W52,2026-01-02,11537,187577,615.05,8314,206349,402.91,212.14,52.65
闪购客服,2025,W52,2026-01-03,4112,450821,91.21,4064,486350,83.56,7.65,9.16
闪购客服,2025,W52,2026-01-04,8771,514360,170.52,8114,393223,206.35,-35.83,-17.36
闪购客服,2026,W1,2025-12-29,6830,336186,203.16,8125,251137,323.53,-120.37,-37.21
闪购客服,2026,W1,2025-12-30,816,66352,122.98,682,71391,95.53,27.45,28.73
闪购客服,2026,W1,2025-12-31,3003,129617,231.68,3173,120035,264.34,-32.66,-12.36
闪购客服,2026,W1,2026-01-01,4246,43790,969.63,5011,37292,1343.72,-374.09,-27.84
闪购客服,2026,W1,2026-01-02,3388,183968,184.16,2904,181155,160.3,23.86,14.88
闪购客服,2026,W1,2026-01-03,2511,353045,71.12,1854,266434,69.59,1.53,2.2
闪购客服,2026,W1,2026-01-04,3266,359926,90.74,3942,295643,133.34,-42.6,-31.95
闪购客服,2026,W2,2026-01-05,6468,279447,231.46,5154,304828,169.08,62.38,36.89
闪购客服,2026,W2,2026-01-06,7400,387429,191.0,6043,411159,146.97,44.03,29.96
闪购客服,2026,W2,2026-01-07,6764,49142,1376.42,8772,53435,1641.62,-265.2,-16.15
闪购客服,2026,W2,2026-01-08,1795,418284,42.91,2041,425387,47.98,-5.07,-10.57
闪购客服,2026,W2,2026-01-09,2114,68729,307.58,1664,72970,228.04,79.54,34.88
闪购客服,2026,W2,2026-01-10,6818,307479,221.74,7556,318099,237.54,-15.8,-6.65
闪购客服,2026,W2,2026-01-11,8514,369106,230.67,10912,293780,371.43,-140.76,-37.9
闪购客服,2026,W3,2026-01-12,11076,377728,293.23,9722,380674,255.39,37.84,14.82
闪购客服,2026,W3,2026-01-13,2803,225306,124.41,2430,186282,130.45,-6.04,-4.63
闪购客服,2026,W3,2026-01-14,4052,399524,101.42,3928,364185,107.86,-6.44,-5.97
闪购客服,2026,W3,2026-01-15,9459,373086,253.53,8242,317923,259.25,-5.72,-2.21
闪购客服,2026,W3,2026-01-16,7163,382665,187.19,8533,325309,262.3,-75.11,-28.64
闪购客服,2026,W3,2026-01-17,3294,445246,73.98,3309,384630,86.03,-12.05,-14.01
闪购客服,2026,W3,2026-01-18,2727,106965,254.94,2821,100922,279.52,-24.58,-8.79
闪购客服,2026,W4,2026-01-19,5060,246309,205.43,5261,244856,214.86,-9.43,-4.39
闪购客服,2026,W4,2026-01-20,8110,147216,550.89,6720,161054,417.25,133.64,32.03
闪购客服,2026,W4,2026-01-21,4230,427679,98.91,4916,350088,140.42,-41.51,-29.56
闪购客服,2026,W4,2026-01-22,9039,52145,1733.44,6126,41355,1481.32,252.12,17.02
闪购客服,2026,W4,2026-01-23,1933,407524,47.43,1670,339535,49.18,-1.75,-3.56
闪购客服,2026,W4,2026-01-24,7847,331930,236.41,8423,333615,252.48,-16.07,-6.36
闪购客服,2026,W4,2026-01-25,2074,91295,227.18,2087,87071,239.69,-12.51,-5.22
闪购客服,2026,W5,2026-01-26,9908,423024,234.22,9135,360757,253.22,-19.0,-7.5
闪购客服,2026,W5,2026-01-27,8337,344907,241.72,9126,269278,338.91,-97.19,-28.68
闪购客服,2026,W5,2026-01-28,3321,412579,80.49,3619,385810,93.8,-13.31,-14.19
闪购客服,2026,W5,2026-01-29,7969,297197,268.14,6022,277833,216.75,51.39,23.71
闪购客服,2026,W5,2026-01-30,7502,341214,219.86,9043,254217,355.72,-135.86,-38.19
闪购客服,2026,W5,2026-01-31,5354,478550,111.88,5008,365135,137.15,-25.27,-18.43
闪购客服,2026,W5,2026-02-01,2676,478801,55.89,2962,420699,70.41,-14.52,-20.62
闪购客服,2026,W6,2026-02-02,6076,86594,701.67,6570,82399,797.34,-95.67,-12.0
闪购客服,2026,W6,2026-02-03,8643,174544,495.18,8971,116267,771.59,-276.41,-35.82
闪购客服,2026,W6,2026-02-04,7269,336761,215.85,6319,340494,185.58,30.27,16.31
闪购客服,2026,W6,2026-02-05,8359,410864,203.45,7249,472755,153.34,50.11,32.68
闪购客服,2026,W6,2026-02-06,1164,50501,230.49,927,33204,279.18,-48.69,-17.44
闪购客服,2026,W6,2026-02-07,5540,220234,251.55,4264,150718,282.91,-31.36,-11.08
闪购客服,2026,W6,2026-02-08,6112,385852,158.4,6768,327895,206.41,-48.01,-23.26
闪购客服,2026,W7,2026-02-09,7574,374554,202.21,5537,345256,160.37,41.84,26.09
闪购客服,2026,W7,2026-02-10,8818,372232,236.9,7708,332640,231.72,5.18,2.24
闪购客服,2026,W7,2026-02-11,5563,574301,96.87,4929,510766,96.5,0.37,0.38
闪购客服,2026,W7,2026-02-12,6378,233724,272.89,8117,214853,377.79,-104.9,-27.77
闪购客服,2026,W7,2026-02-13,10440,528543,197.52,8372,526233,159.09,38.43,24.16
闪购客服,2026,W7,2026-02-14,5059,116740,433.36,5145,102784,500.56,-67.2,-13.42
闪购客服,2026,W7,2026-02-15,4030,102317,393.87,3947,117419,336.15,57.72,17.17
闪购客服,2026,W8,2026-02-16,869,260814,33.32,1007,238098,42.29,-8.97,-21.21
闪购客服,2026,W8,2026-02-17,9226,227940,404.76,7502,273976,273.82,130.94,47.82
闪购客服,2026,W8,2026-02-18,4862,396977,122.48,4681,540935,86.54,35.94,41.53
闪购客服,2026,W8,2026-02-19,9555,342356,279.1,7870,294630,267.11,11.99,4.49
闪购客服,2026,W8,2026-02-20,4957,324265,152.87,4664,344880,135.24,17.63,13.04
闪购客服,2026,W8,2026-02-21,5894,144812,407.01,5639,140673,400.86,6.15,1.53
闪购客服,2026,W8,2026-02-22,6810,383543,177.56,5363,398331,134.64,42.92,31.88
闪购客服,2026,W9,2026-02-23,4020,439734,91.42,3752,392835,95.51,-4.09,-4.28
闪购客服,2026,W9,2026-02-24,2811,312307,90.01,2055,297462,69.08,20.93,30.3
闪购客服,2026,W9,2026-02-25,8856,398708,222.12,8794,420984,208.89,13.23,6.33
闪购客服,2026,W9,2026-02-26,6134,474944,129.15,5987,450104,133.01,-3.86,-2.9
闪购客服,2026,W9,2026-02-27,1892,453902,41.68,2231,382827,58.28,-16.6,-28.48
闪购客服,2026,W9,2026-02-28,7904,392689,201.28,8372,488238,171.47,29.81,17.38
闪购客服,2026,W9,2026-03-01,6322,97292,649.8,6210,99496,624.15,25.65,4.11
闪购客服,2026,W10,2026-03-02,6584,107939,609.97,4709,94914,496.13,113.84,22.95
闪购客服,2026,W10,2026-03-03,4205,200963,209.24,3511,170895,205.45,3.79,1.84
闪购客服,2026,W10,2026-03-04,5393,280796,192.06,6156,344998,178.44,13.62,7.63
闪购客服,2026,W10,2026-03-05,7463,263954,282.74,6606,277804,237.79,44.95,18.9
闪购客服,2026,W10,2026-03-06,1800,133879,134.45,1765,108517,162.65,-28.2,-17.34
闪购客服,2026,W10,2026-03-07,4899,51940,943.2,4045,53494,756.16,187.04,24.74
闪购客服,2026,W10,2026-03-08,2974,114946,258.73,2621,151176,173.37,85.36,49.24
闪购客服,2026,W11,2026-03-09,5481,433520,126.43,5603,355311,157.69,-31.26,-19.82
闪购客服,2026,W11,2026-03-10,10397,209559,496.14,8096,233370,346.92,149.22,43.01
闪购客服,2026,W11,2026-03-11,2896,210972,137.27,3961,242627,163.25,-25.98,-15.91
闪购客服,2026,W11,2026-03-12,9789,95625,1023.69,6703,67916,986.95,36.74,3.72
闪购客服,2026,W11,2026-03-13,4755,322229,147.57,5144,352058,146.11,1.46,1.0
闪购客服,2026,W11,2026-03-14,11104,368643,301.21,11180,337830,330.94,-29.73,-8.98
闪购客服,2026,W11,2026-03-15,7430,366345,202.81,6892,367365,187.61,15.2,8.1
闪购客服,2026,W12,2026-03-16,11047,401747,274.97,7471,394912,189.18,85.79,45.35
闪购客服,2026,W12,2026-03-17,6887,318984,215.9,8590,249068,344.89,-128.99,-37.4
闪购客服,2026,W12,2026-03-18,1730,97893,176.72,1794,112100,160.04,16.68,10.42
闪购客服,2026,W12,2026-03-19,3179,233386,136.21,2836,228812,123.94,12.27,9.9
闪购客服,2026,W12,2026-03-20,8500,452701,187.76,6134,488102,125.67,62.09,49.41
闪购客服,2026,W12,2026-03-21,866,357734,24.21,883,305426,28.91,-4.7,-16.26
闪购客服,2026,W12,2026-03-22,9302,324936,286.27,7404,311438,237.74,48.53,20.41
闪购客服,2026,W13,2026-03-23,10860,473677,229.27,7433,457907,162.33,66.94,41.24
闪购客服,2026,W13,2026-03-24,6229,232479,267.94,5189,175136,296.28,-28.34,-9.57
闪购客服,2026,W13,2026-03-25,4066,78140,520.35,3388,75851,446.67,73.68,16.5
闪购客服,2026,W13,2026-03-26,6870,232039,296.07,8153,253302,321.87,-25.8,-8.02
闪购客服,2026,W13,2026-03-27,9602,484356,198.24,7075,335039,211.17,-12.93,-6.12
闪购客服,2026,W13,2026-03-28,6507,472882,137.6,7790,325458,239.36,-101.76,-42.51
闪购客服,2026,W13,2026-03-29,10035,448058,223.97,8261,491568,168.05,55.92,33.28
闪购客服,2026,W14,2026-03-30,2647,245247,107.93,2217,295623,74.99,32.94,43.93
闪购客服,2026,W14,2026-03-31,5025,222692,225.65,5979,194351,307.64,-81.99,-26.65
闪购客服,2026,W14,2026-04-01,2561,204835,125.03,2205,168257,131.05,-6.02,-4.59
闪购客服,2026,W14,2026-04-02,1451,262998,55.17,1258,188560,66.72,-11.55,-17.31
闪购客服,2026,W14,2026-04-03,7100,205751,345.08,6813,175676,387.82,-42.74,-11.02
闪购客服,2026,W14,2026-04-04,7075,70062,1009.82,6193,79358,780.39,229.43,29.4
闪购客服,2026,W14,2026-04-05,1226,392852,31.21,1253,369059,33.95,-2.74,-8.07
闪购客服,2026,W15,2026-04-06,5734,131028,437.62,5481,151892,360.85,76.77,21.27
闪购客服,2026,W15,2026-04-07,3119,277717,112.31,2351,283773,82.85,29.46,35.56
闪购客服,2026,W15,2026-04-08,6135,323916,189.4,6276,346284,181.24,8.16,4.5
闪购客服,2026,W15,2026-04-09,1838,268194,68.53,1525,234835,64.94,3.59,5.53
闪购客服,2026,W15,2026-04-10,2322,278890,83.26,2691,315734,85.23,-1.97,-2.31
闪购客服,2026,W15,2026-04-11,6597,432510,152.53,6699,409246,163.69,-11.16,-6.82
闪购客服,2026,W15,2026-04-12,7342,168303,436.24,7240,152328,475.29,-39.05,-8.22
闪购客服,2026,W16,2026-04-13,4281,498537,85.87,3866,391772,98.68,-12.81,-12.98
闪购客服,2026,W16,2026-04-14,2659,310586,85.61,2628,347798,75.56,10.05,13.3
闪购客服,2026,W16,2026-04-15,1965,458420,42.86,1796,492897,36.44,6.42,17.62
闪购客服,2026,W16,2026-04-16,2775,444311,62.46,2071,394447,52.5,9.96,18.97
闪购客服,2026,W16,2026-04-17,4627,221345,209.04,4752,228914,207.59,1.45,0.7
闪购客服,2026,W16,2026-04-18,4404,474704,92.77,4179,452108,92.43,0.34,0.37
闪购客服,2026,W16,2026-04-19,9391,110436,850.36,7520,83731,898.11,-47.75,-5.32
闪购客服,2026,W17,2026-04-20,5566,59341,937.97,4849,44071,1100.27,-162.3,-14.75
闪购客服,2026,W17,2026-04-21,5306,336560,157.65,4824,219724,219.55,-61.9,-28.19
闪购客服,2026,W17,2026-04-22,7023,471806,148.85,6171,474077,130.17,18.68,14.35
闪购客服,2026,W17,2026-04-23,2352,184348,127.58,2511,230108,109.12,18.46,16.92
闪购客服,2026,W17,2026-04-24,7798,463216,168.34,7947,428398,185.51,-17.17,-9.26
闪购客服,2026,W17,2026-04-25,2634,70642,372.87,2742,62983,435.36,-62.49,-14.35
闪购客服,2026,W17,2026-04-26,5914,278355,212.46,4592,302252,151.93,60.53,39.84
闪购客服,2026,W18,2026-04-27,1691,55148,306.63,1433,63430,225.92,80.71,35.73
闪购客服,2026,W18,2026-04-28,6262,231190,270.86,8720,190394,458.0,-187.14,-40.86
闪购客服,2026,W18,2026-04-29,5899,539679,109.31,5349,484217,110.47,-1.16,-1.05
闪购客服,2026,W18,2026-04-30,4805,104515,459.74,5297,96332,549.87,-90.13,-16.39
闪购客服,2026,W18,2026-05-01,906,432071,20.97,1181,295127,40.02,-19.05,-47.6
闪购客服,2026,W18,2026-05-02,8540,68921,1239.1,6439,64626,996.35,242.75,24.36
闪购客服,2026,W18,2026-05-03,3493,266585,131.03,3686,260612,141.44,-10.41,-7.36
闪购客服,2026,W19,2026-05-04,2530,511054,49.51,2214,434310,50.98,-1.47,-2.88
闪购客服,2026,W19,2026-05-05,2891,319426,90.51,2848,283638,100.41,-9.9,-9.86
闪购客服,2026,W19,2026-05-06,5294,140182,377.65,5591,108705,514.33,-136.68,-26.57
闪购客服,2026,W19,2026-05-07,4972,353474,140.66,4981,325855,152.86,-12.2,-7.98
闪购客服,2026,W19,2026-05-08,8165,375790,217.28,8666,315468,274.7,-57.42,-20.9
闪购客服,2026,W19,2026-05-09,5932,509160,116.51,6724,413427,162.64,-46.13,-28.36
闪购客服,2026,W19,2026-05-10,4403,240164,183.33,4760,257424,184.91,-1.58,-0.85
闪购客服,2026,W20,2026-05-11,8846,180813,489.23,6341,185851,341.19,148.04,43.39
闪购客服,2026,W20,2026-05-12,3425,310588,110.27,4031,227416,177.25,-66.98,-37.79
闪购客服,2026,W20,2026-05-13,3489,132557,263.21,2424,127603,189.96,73.25,38.56
闪购客服,2026,W20,2026-05-14,3851,294602,130.72,3380,294926,114.61,16.11,14.06
闪购客服,2026,W20,2026-05-15,9422,95113,990.61,9895,103515,955.9,34.71,3.63
闪购客服,2026,W20,2026-05-16,6379,409294,155.85,6013,441690,136.14,19.71,14.48
闪购客服,2026,W20,2026-05-17,7467,360215,207.29,8675,387969,223.6,-16.31,-7.29
闪购客服,2026,W21,2026-05-18,7797,179253,434.97,8155,174154,468.26,-33.29,-7.11
闪购客服,2026,W21,2026-05-19,5609,89603,625.98,5177,111437,464.57,161.41,34.74
闪购客服,2026,W21,2026-05-20,4972,43118,1153.11,4898,44087,1110.99,42.12,3.79
闪购客服,2026,W21,2026-05-21,10499,439752,238.75,9171,505394,181.46,57.29,31.57
闪购客服,2026,W21,2026-05-22,6457,240167,268.85,6123,192636,317.85,-49.0,-15.42
闪购客服,2026,W21,2026-05-23,3575,422977,84.52,3070,391827,78.35,6.17,7.87
闪购客服,2026,W21,2026-05-24,5814,446493,130.21,7604,457753,166.12,-35.91,-21.62
闪购客服,2026,W22,2026-05-25,9542,91312,1044.99,8077,103566,779.89,265.1,33.99
闪购客服,2026,W22,2026-05-26,1218,349242,34.88,1180,421377,28.0,6.88,24.57
闪购客服,2026,W22,2026-05-27,7174,575132,124.74,8251,399628,206.47,-81.73,-39.58
闪购客服,2026,W22,2026-05-28,7393,346877,213.13,7089,302713,234.18,-21.05,-8.99
闪购客服,2026,W22,2026-05-29,1496,417365,35.84,1111,335926,33.07,2.77,8.38
闪购客服,2026,W22,2026-05-30,7556,81574,926.28,7858,91922,854.86,71.42,8.35
闪购客服,2026,W22,2026-05-31,6129,440766,139.05,5063,329437,153.69,-14.64,-9.53
闪购客服,2026,W23,2026-06-01,2080,148997,139.6,1744,178637,97.63,41.97,42.99
闪购客服,2026,W23,2026-06-02,7119,291808,243.96,9454,275964,342.58,-98.62,-28.79
闪购客服,2026,W23,2026-06-03,4902,228731,214.31,5179,179314,288.82,-74.51,-25.8
闪购客服,2026,W23,2026-06-04,2912,591877,49.2,2105,430611,48.88,0.32,0.65
闪购客服,2026,W23,2026-06-05,4427,121429,364.58,3515,127970,274.67,89.91,32.73
闪购客服,2026,W23,2026-06-06,4462,339076,131.59,2964,276168,107.33,24.26,22.6
闪购客服,2026,W23,2026-06-07,4857,459783,105.64,5284,490498,107.73,-2.09,-1.94
闪购客服,2026,W24,2026-06-08,7721,251862,306.56,8000,235343,339.93,-33.37,-9.82
闪购客服,2026,W24,2026-06-09,8120,381016,213.11,8059,351072,229.55,-16.44,-7.16
闪购客服,2026,W24,2026-06-10,4336,123189,351.98,3642,98292,370.53,-18.55,-5.01
闪购客服,2026,W24,2026-06-11,3496,124228,281.42,2900,108257,267.88,13.54,5.05
闪购客服,2026,W24,2026-06-12,1701,384265,44.27,1607,354489,45.33,-1.06,-2.34
闪购客服,2026,W24,2026-06-13,8150,350434,232.57,6319,347874,181.65,50.92,28.03
闪购客服,2026,W24,2026-06-14,3755,284347,132.06,4238,243670,173.92,-41.86,-24.07
闪购客服,2026,W25,2026-06-15,1937,535844,36.15,2194,556527,39.42,-3.27,-8.3
闪购客服,2026,W25,2026-06-16,8354,37677,2217.27,7714,50687,1521.89,695.38,45.69
闪购客服,2026,W25,2026-06-17,9889,140644,703.12,8514,165072,515.77,187.35,36.32
闪购客服,2026,W25,2026-06-18,2873,151124,190.11,2701,174690,154.62,35.49,22.95
闪购客服,2026,W25,2026-06-19,6066,219655,276.16,6229,159025,391.7,-115.54,-29.5
闪购客服,2026,W25,2026-06-20,2570,243630,105.49,2257,317484,71.09,34.4,48.39
闪购客服,2026,W25,2026-06-21,1723,527205,32.68,1998,480017,41.62,-8.94,-21.48
闪购客服,2026,W26,2026-06-22,3496,327345,106.8,3715,307539,120.8,-14.0,-11.59
闪购客服,2026,W26,2026-06-23,10977,180011,609.8,10992,191431,574.2,35.6,6.2
闪购客服,2026,W26,2026-06-24,10268,484992,211.71,8611,465087,185.15,26.56,14.35
闪购客服,2026,W26,2026-06-25,5418,467681,115.85,4240,457767,92.62,23.23,25.08
闪购客服,2026,W26,2026-06-26,8788,59570,1475.24,7774,55698,1395.74,79.5,5.7
闪购客服,2026,W26,2026-06-27,8569,392260,218.45,9280,413745,224.29,-5.84,-2.6
闪购客服,2026,W26,2026-06-28,869,431308,20.15,804,456665,17.61,2.54,14.42
企客业务,2025,W1,2025-01-06,5730,63057,908.7,4633,63840,725.72,182.98,25.21
企客业务,2025,W1,2025-01-07,2597,82091,316.36,2499,88090,283.69,32.67,11.52
企客业务,2025,W1,2025-01-08,2817,175019,160.95,3412,138088,247.09,-86.14,-34.86
企客业务,2025,W1,2025-01-09,489,119974,40.76,415,114829,36.14,4.62,12.78
企客业务,2025,W1,2025-01-10,3789,178521,212.24,3359,139893,240.11,-27.87,-11.61
企客业务,2025,W1,2025-01-11,4218,115772,364.34,3213,114698,280.13,84.21,30.06
企客业务,2025,W1,2025-01-12,1038,77316,134.25,1213,88285,137.4,-3.15,-2.29
企客业务,2025,W2,2025-01-13,3278,54709,599.17,3884,49878,778.7,-179.53,-23.06
企客业务,2025,W2,2025-01-14,3969,164409,241.41,3874,155307,249.44,-8.03,-3.22
企客业务,2025,W2,2025-01-15,5303,45064,1176.77,5011,35498,1411.63,-234.86,-16.64
企客业务,2025,W2,2025-01-16,4244,72028,589.22,3609,66300,544.34,44.88,8.24
企客业务,2025,W2,2025-01-17,2336,260519,89.67,2163,217864,99.28,-9.61,-9.68
企客业务,2025,W2,2025-01-18,3696,129260,285.94,3382,112645,300.24,-14.3,-4.76
企客业务,2025,W2,2025-01-19,3611,152603,236.63,4098,151426,270.63,-34.0,-12.56
企客业务,2025,W3,2025-01-20,4050,80074,505.78,4036,82504,489.19,16.59,3.39
企客业务,2025,W3,2025-01-21,3484,69036,504.66,2592,75615,342.79,161.87,47.22
企客业务,2025,W3,2025-01-22,2499,185747,134.54,2469,248211,99.47,35.07,35.26
企客业务,2025,W3,2025-01-23,2492,134128,185.79,1909,100078,190.75,-4.96,-2.6
企客业务,2025,W3,2025-01-24,4523,75964,595.41,3917,67436,580.85,14.56,2.51
企客业务,2025,W3,2025-01-25,3577,240031,149.02,3472,193216,179.7,-30.68,-17.07
企客业务,2025,W3,2025-01-26,4221,97037,434.99,3235,79856,405.1,29.89,7.38
企客业务,2025,W4,2025-01-27,885,71152,124.38,785,57644,136.18,-11.8,-8.67
企客业务,2025,W4,2025-01-28,4291,262881,163.23,3715,221541,167.69,-4.46,-2.66
企客业务,2025,W4,2025-01-29,3230,262924,122.85,2764,176079,156.97,-34.12,-21.74
企客业务,2025,W4,2025-01-30,4196,124117,338.07,3519,114831,306.45,31.62,10.32
企客业务,2025,W4,2025-01-31,1289,160125,80.5,916,139811,65.52,14.98,22.86
企客业务,2025,W4,2025-02-01,5322,172014,309.39,4107,147290,278.84,30.55,10.96
企客业务,2025,W4,2025-02-02,1311,243880,53.76,1386,277027,50.03,3.73,7.46
企客业务,2025,W5,2025-02-03,4768,170009,280.46,4504,192374,234.13,46.33,19.79
企客业务,2025,W5,2025-02-04,1476,271679,54.33,1788,214826,83.23,-28.9,-34.72
企客业务,2025,W5,2025-02-05,868,287909,30.15,804,207436,38.76,-8.61,-22.21
企客业务,2025,W5,2025-02-06,2658,90617,293.32,2774,89742,309.11,-15.79,-5.11
企客业务,2025,W5,2025-02-07,530,164064,32.3,465,197481,23.55,8.75,37.15
企客业务,2025,W5,2025-02-08,615,16716,367.91,625,14392,434.27,-66.36,-15.28
企客业务,2025,W5,2025-02-09,3515,73286,479.63,3382,76227,443.67,35.96,8.11
企客业务,2025,W6,2025-02-10,5165,67164,769.01,4387,89359,490.94,278.07,56.64
企客业务,2025,W6,2025-02-11,3865,178178,216.92,3525,163111,216.11,0.81,0.37
企客业务,2025,W6,2025-02-12,2706,166600,162.42,2347,150664,155.78,6.64,4.26
企客业务,2025,W6,2025-02-13,2324,102539,226.65,2006,102643,195.43,31.22,15.98
企客业务,2025,W6,2025-02-14,1174,177955,65.97,863,189586,45.52,20.45,44.93
企客业务,2025,W6,2025-02-15,2432,228932,106.23,2278,195165,116.72,-10.49,-8.99
企客业务,2025,W6,2025-02-16,4074,234844,173.48,3809,216008,176.34,-2.86,-1.62
企客业务,2025,W7,2025-02-17,1016,77378,131.3,980,56451,173.6,-42.3,-24.37
企客业务,2025,W7,2025-02-18,1341,210143,63.81,1166,193342,60.31,3.5,5.8
企客业务,2025,W7,2025-02-19,1146,136382,84.03,1009,166952,60.44,23.59,39.03
企客业务,2025,W7,2025-02-20,1089,69039,157.74,1140,51825,219.97,-62.23,-28.29
企客业务,2025,W7,2025-02-21,2071,54956,376.85,1968,46408,424.06,-47.21,-11.13
企客业务,2025,W7,2025-02-22,1640,36021,455.29,1403,24264,578.22,-122.93,-21.26
企客业务,2025,W7,2025-02-23,3419,131497,260.01,3251,94167,345.24,-85.23,-24.69
企客业务,2025,W8,2025-02-24,4581,33297,1375.8,4461,23050,1935.36,-559.56,-28.91
企客业务,2025,W8,2025-02-25,4559,40554,1124.18,3892,43824,888.1,236.08,26.58
企客业务,2025,W8,2025-02-26,5084,94083,540.37,4864,90843,535.43,4.94,0.92
企客业务,2025,W8,2025-02-27,5486,197663,277.54,4961,159977,310.11,-32.57,-10.5
企客业务,2025,W8,2025-02-28,1396,165020,84.6,1362,200125,68.06,16.54,24.3
企客业务,2025,W8,2025-03-01,2960,21247,1393.14,2959,18767,1576.7,-183.56,-11.64
企客业务,2025,W8,2025-03-02,4451,155714,285.84,5139,195944,262.27,23.57,8.99
企客业务,2025,W9,2025-03-03,1277,39365,324.4,1086,44891,241.92,82.48,34.09
企客业务,2025,W9,2025-03-04,2158,167478,128.85,1720,143893,119.53,9.32,7.8
企客业务,2025,W9,2025-03-05,2338,113468,206.05,2382,95835,248.55,-42.5,-17.1
